# Version 0.0
# - Design points to be generated
# Parameter pT0Ref ecmPow coreRadius coreFraction CRrange
# - Parameter pT0Ref:       Linear [0.5, 2.5]  
# - Parameter ecmPow:       Linear [0.0, 0.25]  
# - Parameter coreRadius:   Linear [0.1, 1.0]     
# - Parameter coreFraction: Linear [0.0, 1.0]     
# - Parameter CRrange:      Linear [1.0, 9.0]  
# Seed 42
# Design point indices (row index): 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
2.311022351065957992e+00 1.950365474686196199e-01 4.297866589114700542e-01 3.506321512795413375e-01 7.811728074049817394e+00
2.375869890789634731e+00 1.502541642349606958e-02 3.029131044058736011e-01 8.988980518925580032e-01 3.348934712045164908e+00
8.016464884913361288e-01 2.016724449577646794e-01 7.566672502257580923e-01 6.553385959866539490e-02 6.122863612709548597e+00
9.157980007372402698e-01 2.305638794835010788e-02 2.904396766874723368e-01 8.330019812470064178e-01 5.931036672424780498e+00
5.853356385674395312e-01 2.135048784471665073e-01 8.843438936014236251e-01 5.578632074898598470e-01 2.057785200772158429e+00
2.024160757994190263e+00 1.529909406829106366e-01 7.662784682131296154e-01 4.214045759789098455e-01 3.440323518386896318e+00
6.296235847986139111e-01 1.396124474188652209e-01 4.787097533422995932e-01 9.888839084876611951e-02 4.898232002472775903e+00
1.799023854680290135e+00 5.217339160543402882e-02 9.786127108326718727e-01 5.228096125716475973e-01 4.231603563376626020e+00
1.543300001987886194e+00 1.277613207350570268e-01 6.576508159446955437e-01 2.264857573069960217e-01 7.490215542322440356e+00
1.108841159835374679e+00 4.592356478774544531e-02 1.450583432713735410e-01 9.280125054634130732e-01 7.245079192235829524e+00
1.899128165363280329e+00 1.887247856276611513e-01 3.180090835338032496e-01 2.406517224744812167e-01 4.021049583281810058e+00
1.936346510313243563e+00 1.342244894378842868e-01 6.162069854277413272e-01 3.733494196939053378e-01 4.155435942303065566e+00
1.526788986068872367e+00 1.469709899897986283e-01 4.594204482310366711e-01 7.847130729448391628e-01 6.452858010047414439e+00
1.477830334433588799e+00 2.336310583688038789e-01 6.272500805329738194e-01 8.085630620044443884e-01 5.328072432409318715e+00
1.670492192903855200e+00 2.098462775191552998e-01 1.789880705233535263e-01 7.356700270157833232e-01 8.698571638379954507e+00
2.001010226844285533e+00 1.782218524830690987e-01 8.152311582420852520e-01 7.715739204973466325e-01 3.639176795705480139e+00
5.643626615711792027e-01 1.706413017078803884e-01 1.583446288850360317e-01 2.124713075913120808e-01 4.727653024153838146e+00
1.976406123031206219e+00 8.522352201217874013e-02 3.730415226512810989e-01 7.500935803180907024e-01 4.459137948455403233e+00
1.223066507999857944e+00 4.369931909901737105e-02 7.392526875476792547e-01 9.910717894820916252e-01 2.766601870599167956e+00
1.700205181962578305e+00 1.457113448368039859e-03 4.657203764491194553e-01 2.892064313251646590e-02 7.030969470297464774e+00
2.499742899695764020e+00 2.395272549215673730e-01 8.970742792819914602e-01 4.488769734956770119e-01 1.666066540682510144e+00
2.388275654853734942e+00 6.721656347364492190e-02 2.593875544966298130e-01 8.456488168856657328e-01 1.603158519864992249e+00
1.333957565909794418e+00 1.905280860320129055e-01 5.450252685309877609e-01 2.632883432094412779e-01 6.001956725736565801e+00
1.458179525004346555e+00 8.245054830534531698e-02 8.644940165063190740e-01 5.636507095284241098e-01 7.187195274365648423e+00
9.720818847451466738e-01 6.127523140167397825e-02 6.644806342415185973e-01 1.157891581582563001e-01 2.481848407915074439e+00
9.901768450343951811e-01 1.097077712187915777e-01 1.111879155633690303e-01 8.687700660256409968e-01 1.156758463496888822e+00
2.285151431835286573e+00 7.551676255439077057e-02 5.867645938991653543e-01 1.887352877169572452e-01 6.787816016032010680e+00
2.156478119335454302e+00 2.206037608525789340e-01 7.881805006894104793e-01 3.107408980832712109e-01 1.289682222316785642e+00
6.730855622324456444e-01 3.977159741598019355e-02 3.599465708545933618e-01 1.429511139849182905e-02 3.767331050218349020e+00
8.893499318512112506e-01 1.284812199471529505e-02 9.196645358382555813e-01 2.911260319767348115e-01 7.708822590187203616e+00
1.395415076575805546e+00 2.253018177217577800e-01 8.324928549373467046e-01 9.021378059214986145e-01 7.948835469575005419e+00
2.436176209723016406e+00 9.155813734654574820e-02 8.390304447425698253e-01 6.175366056529656422e-01 5.065505575149962247e+00
